task_id,task_description,occupation,soc_code,agent_capability,software_replaced,accel_pct,employment,hourly_wage,task_share,annual_impact_usd
22443,"Design learning products, including Web-based aids or electronic performance support systems....",Instructional Coordinators,25-9031,Tier2_Excellent,"Design, Web/Browser",80%,210850,35.92,0.0333,420089668
18987,"Visit vendors, attend conferences or training sessions, or study technical journals to keep up with ...",Computer Network Architects,15-1241,Tier2_Knowledge,Python automation,60%,177010,62.69,0.0303,419659170
18969,Develop network-related documentation....,Computer Network Architects,15-1241,Tier2_Good,Word/Docs,60%,177010,62.69,0.0303,419659170
18985,Supervise engineers or other staff in the design or implementation of network solutions....,Computer Network Architects,15-1241,Tier2_Good,Design,60%,177010,62.69,0.0303,419659170
18984,Research and test new or modified hardware or software products to determine performance and interop...,Computer Network Architects,15-1241,Tier2_Knowledge,Python automation,60%,177010,62.69,0.0303,419659170
18975,Evaluate network designs to determine whether customer requirements are met efficiently and effectiv...,Computer Network Architects,15-1241,Tier2_Good,Design,60%,177010,62.69,0.0303,419659170
18967,"Develop conceptual, logical, or physical network designs....",Computer Network Architects,15-1241,Tier2_Good,Design,60%,177010,62.69,0.0303,419659170
18958,Communicate with system users to ensure accounts are set up properly or to diagnose and solve operat...,Computer Network Architects,15-1241,Tier2_Good,Python automation,60%,177010,62.69,0.0303,419659170
18971,"Develop or recommend network security measures, such as firewalls, network security audits, or autom...",Computer Network Architects,15-1241,Tier2_Good,Python automation,60%,177010,62.69,0.0303,419659170
18977,"Maintain networks by performing activities such as file addition, deletion, or backup....",Computer Network Architects,15-1241,Tier2_Knowledge,Python automation,60%,177010,62.69,0.0303,419659170
18961,Coordinate network or design activities with designers of associated networks....,Computer Network Architects,15-1241,Tier2_Good,Design,60%,177010,62.69,0.0303,419659170
18957,"Communicate with customers, sales staff, or marketing staff to determine customer needs....",Computer Network Architects,15-1241,Tier2_Knowledge,Python automation,60%,177010,62.69,0.0303,419659170
18963,"Design, organize, and deliver product awareness, skills transfer, or product education sessions for ...",Computer Network Architects,15-1241,Tier2_Good,Design,60%,177010,62.69,0.0303,419659170
18988,"Communicate with vendors to gather information about products, alert them to future needs, resolve p...",Computer Network Architects,15-1241,Tier2_Knowledge,Python automation,60%,177010,62.69,0.0303,419659170
18974,Estimate time and materials needed to complete projects....,Computer Network Architects,15-1241,Tier2_Good,Python automation,60%,177010,62.69,0.0303,419659170
18972,Develop plans or budgets for network equipment replacement....,Computer Network Architects,15-1241,Tier2_Good,Python automation,60%,177010,62.69,0.0303,419659170
18964,"Determine specific network hardware or software requirements, such as platforms, interfaces, bandwid...",Computer Network Architects,15-1241,Tier2_Knowledge,Python automation,60%,177010,62.69,0.0303,419659170
2430,Receive payment or obtain credit authorization....,Parts Salespersons,41-2022,Tier2_Writing,Python automation,80%,265060,18.0,0.0526,417846164
18762,"Organize and participate in recreational activities and outings, such as games and field trips....",Childcare Workers,39-9011,Tier2_Knowledge,Python automation,60%,520180,15.41,0.0417,416830638
2336,Observe and monitor children's play activities....,Childcare Workers,39-9011,Tier2_Knowledge,Python automation,60%,520180,15.41,0.0417,416830638
2337,"Keep records on individual children, including daily observations and information about activities, ...",Childcare Workers,39-9011,Tier2_Knowledge,Python automation,60%,520180,15.41,0.0417,416830638
2335,Identify signs of emotional or developmental problems in children and bring them to parents' or guar...,Childcare Workers,39-9011,Tier2_Knowledge,Python automation,60%,520180,15.41,0.0417,416830638
2342,Organize and store toys and materials to ensure order in activity areas....,Childcare Workers,39-9011,Tier2_Knowledge,Python automation,60%,520180,15.41,0.0417,416830638
2334,"Discipline children and recommend or initiate other measures to control behavior, such as caring for...",Childcare Workers,39-9011,Tier2_Knowledge,Python automation,60%,520180,15.41,0.0417,416830638
2344,Sterilize bottles and prepare formulas....,Childcare Workers,39-9011,Tier2_Good,Python automation,60%,520180,15.41,0.0417,416830638
2349,"Accompany children to and from school, on outings, and to medical appointments....",Childcare Workers,39-9011,Tier2_Good,Python automation,60%,520180,15.41,0.0417,416830638
20446,"Confer with owners, violators, or authorities to explain regulations or recommend remedial actions....",Construction and Building Inspectors,47-4011,Tier2_Writing,Python automation,80%,137210,34.67,0.0526,416619244
15228,"Maintain archive of images, photos, or previous work products....",Graphic Designers,27-1024,Tier2_Knowledge,Design,60%,214260,29.47,0.0526,414746014
304,"Review final layouts and suggest improvements, as needed....",Graphic Designers,27-1024,Tier2_Good,Python automation,60%,214260,29.47,0.0526,414746014
300,"Determine size and arrangement of illustrative material and copy, and select style and size of type....",Graphic Designers,27-1024,Tier2_Knowledge,Python automation,60%,214260,29.47,0.0526,414746014
15229,Research new software or design concepts....,Graphic Designers,27-1024,Tier2_Good,Design,60%,214260,29.47,0.0526,414746014
301,Use computer software to generate new images....,Graphic Designers,27-1024,Tier2_Good,Design,60%,214260,29.47,0.0526,414746014
299,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic d...",Graphic Designers,27-1024,Tier2_Good,Design,60%,214260,29.47,0.0526,414746014
23971,Research the target audience of projects....,Graphic Designers,27-1024,Tier2_Good,Python automation,60%,214260,29.47,0.0526,414746014
305,Confer with clients to discuss and determine layout design....,Graphic Designers,27-1024,Tier2_Good,Design,60%,214260,29.47,0.0526,414746014
14643,Monitor bug resolution efforts and track successes....,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Knowledge,Python automation,60%,199800,49.33,0.0333,410015174
14658,"Identify program deviance from standards, and suggest modifications to ensure compliance....",Software Quality Assurance Analysts and Testers,15-1253,Tier2_Good,Python automation,60%,199800,49.33,0.0333,410015174
14650,Update automated test scripts to ensure currency....,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Good,Python automation,60%,199800,49.33,0.0333,410015174
14655,"Conduct software compatibility tests with programs, hardware, operating systems, or network environm...",Software Quality Assurance Analysts and Testers,15-1253,Tier2_Good,Python automation,60%,199800,49.33,0.0333,410015174
14651,Investigate customer problems referred by technical support....,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Knowledge,Python automation,60%,199800,49.33,0.0333,410015174
14647,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitig...",Software Quality Assurance Analysts and Testers,15-1253,Tier2_Good,Word/Docs,60%,199800,49.33,0.0333,410015174
14641,"Document software defects, using a bug tracking system, and report defects to software developers....",Software Quality Assurance Analysts and Testers,15-1253,Tier2_Good,Word/Docs,60%,199800,49.33,0.0333,410015174
14661,"Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to deter...",Software Quality Assurance Analysts and Testers,15-1253,Tier2_Good,Python automation,60%,199800,49.33,0.0333,410015174
14657,Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible so...,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Knowledge,Python automation,60%,199800,49.33,0.0333,410015174
14660,Coordinate user or third-party testing....,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Knowledge,Python automation,60%,199800,49.33,0.0333,410015174
14648,Document test procedures to ensure replicability and compliance with standards....,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Good,Word/Docs,60%,199800,49.33,0.0333,410015174
14649,"Develop or specify standards, methods, or procedures to determine product quality or release readine...",Software Quality Assurance Analysts and Testers,15-1253,Tier2_Knowledge,Python automation,60%,199800,49.33,0.0333,410015174
14644,Create or maintain databases of known test defects....,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Knowledge,"Excel/Sheets, Database",60%,199800,49.33,0.0333,410015174
14639,Test system modifications to prepare for implementation....,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Knowledge,Python automation,60%,199800,49.33,0.0333,410015174
14653,Provide feedback and recommendations to developers on software usability and functionality....,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Knowledge,Python automation,60%,199800,49.33,0.0333,410015174
14663,Evaluate or recommend software for testing or bug tracking....,Software Quality Assurance Analysts and Testers,15-1253,Tier2_Knowledge,Python automation,60%,199800,49.33,0.0333,410015174
18198,Determine applications of photonics appropriate to meet product objectives or features....,Photonics Engineers,17-2199,Tier2_Knowledge,Python automation,60%,150750,56.61,0.0385,409629960
18195,Analyze system performance or operational requirements....,Photonics Engineers,17-2199,Tier2_Good,Python automation,60%,150750,56.61,0.0385,409629960
18203,Create or maintain photonic design histories....,Photonics Engineers,17-2199,Tier2_Good,Design,60%,150750,56.61,0.0385,409629960
18190,Design laser machining equipment for purposes such as high-speed ablation....,Photonics Engineers,17-2199,Tier2_Good,Design,60%,150750,56.61,0.0385,409629960
19662,Design or develop new crystals for photonics applications....,Photonics Engineers,17-2199,Tier2_Good,Design,60%,150750,56.61,0.0385,409629960
19666,Develop photonics sensing or manufacturing technologies to improve the efficiency of manufacturing o...,Photonics Engineers,17-2199,Tier2_Knowledge,Python automation,60%,150750,56.61,0.0385,409629960
19663,Design or redesign optical fibers to minimize energy loss....,Photonics Engineers,17-2199,Tier2_Good,Design,60%,150750,56.61,0.0385,409629960
19665,Design solar energy photonics or other materials or devices to generate energy....,Photonics Engineers,17-2199,Tier2_Good,Design,60%,150750,56.61,0.0385,409629960
18192,"Determine commercial, industrial, scientific, or other uses for electro-optical applications or devi...",Photonics Engineers,17-2199,Tier2_Knowledge,Python automation,60%,150750,56.61,0.0385,409629960
18197,"Design gas lasers, solid state lasers, infrared, or other light emitting or light sensitive devices....",Photonics Engineers,17-2199,Tier2_Good,Design,60%,150750,56.61,0.0385,409629960
19664,"Design photonics products, such as light sources, displays, or photovoltaics, to achieve increased e...",Photonics Engineers,17-2199,Tier2_Good,Design,60%,150750,56.61,0.0385,409629960
18189,Design electro-optical sensing or imaging systems....,Photonics Engineers,17-2199,Tier2_Good,Design,60%,150750,56.61,0.0385,409629960
18196,Conduct testing to determine functionality or optimization or to establish limits of photonics syste...,Photonics Engineers,17-2199,Tier2_Knowledge,Python automation,60%,150750,56.61,0.0385,409629960
18202,Assist in the transition of photonic prototypes to production....,Photonics Engineers,17-2199,Tier2_Good,Python automation,60%,150750,56.61,0.0385,409629960
18194,"Design, integrate, or test photonics systems or components....",Photonics Engineers,17-2199,Tier2_Good,Design,60%,150750,56.61,0.0385,409629960
18200,"Develop optical or imaging systems, such as optical imaging products, optical components, image proc...",Photonics Engineers,17-2199,Tier2_Knowledge,Design,60%,150750,56.61,0.0385,409629960
18594,"Direct, coordinate, and evaluate the activities of personnel, including support staff engaged in adm...","Education Administrators, Postsecondary",11-9033,Tier2_Knowledge,Python automation,60%,176420,49.98,0.037,407563132
21041,Design or use assessments to monitor student learning outcomes....,"Education Administrators, Postsecondary",11-9033,Tier2_Good,Design,60%,176420,49.98,0.037,407563132
18597,"Write grants to procure external funding, and supervise grant-funded projects....","Education Administrators, Postsecondary",11-9033,Tier2_Good,Word/Docs,60%,176420,49.98,0.037,407563132
5255,"Review registration statistics, and consult with faculty officials to develop registration policies....","Education Administrators, Postsecondary",11-9033,Tier2_Good,Python automation,60%,176420,49.98,0.037,407563132
5253,"Direct scholarship, fellowship, and loan programs, performing activities such as selecting recipient...","Education Administrators, Postsecondary",11-9033,Tier2_Good,Python automation,60%,176420,49.98,0.037,407563132
5243,"Direct activities of administrative departments, such as admissions, registration, and career servic...","Education Administrators, Postsecondary",11-9033,Tier2_Good,Python automation,60%,176420,49.98,0.037,407563132
5250,"Review student misconduct reports requiring disciplinary action, and counsel students regarding such...","Education Administrators, Postsecondary",11-9033,Tier2_Good,Word/Docs,60%,176420,49.98,0.037,407563132
21042,Prepare reports on academic or institutional data....,"Education Administrators, Postsecondary",11-9033,Tier2_Good,"Excel/Sheets, Word/Docs",60%,176420,49.98,0.037,407563132
5239,"Provide assistance to faculty and staff in duties such as teaching classes, conducting orientation p...","Education Administrators, Postsecondary",11-9033,Tier2_Good,Python automation,60%,176420,49.98,0.037,407563132
18595,Formulate strategic plans for the institution....,"Education Administrators, Postsecondary",11-9033,Tier2_Good,Python automation,60%,176420,49.98,0.037,407563132
5241,Confer with other academic staff to explain and formulate admission requirements and course credit p...,"Education Administrators, Postsecondary",11-9033,Tier2_Good,Python automation,60%,176420,49.98,0.037,407563132
5244,"Develop curricula, and recommend curricula revisions and additions....","Education Administrators, Postsecondary",11-9033,Tier2_Knowledge,Python automation,60%,176420,49.98,0.037,407563132
2479,"Sort and file correspondence and perform miscellaneous clerical duties, such as answering correspond...",Bill and Account Collectors,43-3011,Tier2_Excellent,"Word/Docs, Email",80%,165020,22.14,0.0667,405299681
2473,"Locate and monitor overdue accounts, using computers and a variety of automated systems....",Bill and Account Collectors,43-3011,Tier2_Excellent,Python automation,80%,165020,22.14,0.0667,405299681
19887,Follow green operational practices involving conservation of water or energy or reduction of solid w...,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Tier2_Good,Python automation,60%,287230,29.15,0.0385,401892216
19889,Measure vehicle emissions to determine whether they are within acceptable limits....,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Tier2_Knowledge,Python automation,60%,287230,29.15,0.0385,401892216
2989,Inspect and verify dimensions and clearances of parts to ensure conformance to factory specification...,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Tier2_Good,Python automation,60%,287230,29.15,0.0385,401892216
2982,"Inspect brake systems, steering mechanisms, wheel bearings, and other important parts to ensure that...",Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Tier2_Knowledge,Python automation,60%,287230,29.15,0.0385,401892216
2983,"Perform routine maintenance such as changing oil, checking batteries, and lubricating equipment and ...",Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Tier2_Knowledge,Python automation,60%,287230,29.15,0.0385,401892216
5124,"Fasten safety devices for patrons, or provide them with directions for fastening devices....",Amusement and Recreation Attendants,39-3091,Tier2_Good,Python automation,60%,371590,14.66,0.0588,399911278
5118,"Monitor activities to ensure adherence to rules and safety procedures, or arrange for the removal of...",Amusement and Recreation Attendants,39-3091,Tier2_Knowledge,Python automation,60%,371590,14.66,0.0588,399911278
5133,"Schedule the use of recreation facilities, such as golf courses, tennis courts, bowling alleys, or s...",Amusement and Recreation Attendants,39-3091,Tier2_Good,Calendar,60%,371590,14.66,0.0588,399911278
8422,"Test conductors, according to electrical diagrams and specifications, to identify corresponding cond...",Electrical Power-Line Installers and Repairers,49-9051,Tier2_Excellent,Email,80%,123680,44.5,0.0435,398185071
1257,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those ...",Credit Analysts,13-2041,Tier2_Excellent,"Visualization, Design",80%,67370,38.93,0.0909,396745115
1255,"Generate financial ratios, using computer programs, to evaluate customers' financial status....",Credit Analysts,13-2041,Tier2_Excellent,Python automation,80%,67370,38.93,0.0909,396745115
22968,Inspect fire sites after flames have been extinguished to ensure that there is no further danger....,Firefighters,33-2011,Tier2_Knowledge,Python automation,60%,332240,28.62,0.0333,395562286
22963,"Assess fires and situations and report conditions to superiors to receive instructions, using two-wa...",Firefighters,33-2011,Tier2_Good,Word/Docs,60%,332240,28.62,0.0333,395562286
22970,"Select and attach hose nozzles, depending on fire type, and direct streams of water or chemicals ont...",Firefighters,33-2011,Tier2_Knowledge,Python automation,60%,332240,28.62,0.0333,395562286
22977,Prepare written reports that detail specifics of fire incidents....,Firefighters,33-2011,Tier2_Good,Word/Docs,60%,332240,28.62,0.0333,395562286
22978,Participate in physical training activities to maintain a high level of physical fitness....,Firefighters,33-2011,Tier2_Knowledge,Python automation,60%,332240,28.62,0.0333,395562286
22990,Train new employees to control and suppress fires....,Firefighters,33-2011,Tier2_Knowledge,Python automation,60%,332240,28.62,0.0333,395562286
22982,"Orient self in relation to fire, using compass and map, and collect supplies and equipment dropped b...",Firefighters,33-2011,Tier2_Good,Python automation,60%,332240,28.62,0.0333,395562286
17544,"Design, use, or maintain databases and software applications, such as geographic information systems...",Intelligence Analysts,33-3021,Tier2_Excellent,"Excel/Sheets, Database, Visualization",80%,110790,44.99,0.0476,394957698
17552,"Prepare comprehensive written reports, presentations, maps, or charts, based on research, collection...",Intelligence Analysts,33-3021,Tier2_Excellent,"Excel/Sheets, Word/Docs, PowerPoint",80%,110790,44.99,0.0476,394957698
21200,Conduct presentations of analytic findings....,Intelligence Analysts,33-3021,Tier2_Excellent,PowerPoint,80%,110790,44.99,0.0476,394957698
17551,"Operate cameras, radios, or other surveillance equipment to intercept communications or document act...",Intelligence Analysts,33-3021,Tier2_Excellent,Word/Docs,80%,110790,44.99,0.0476,394957698
15608,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, res...",Clinical Research Coordinators,11-9121,Tier2_Excellent,"Word/Docs, PowerPoint",80%,100870,77.49,0.0303,394136870
15586,Participate in preparation and management of research budgets and monetary disbursements....,Clinical Research Coordinators,11-9121,Tier2_Excellent,Python automation,80%,100870,77.49,0.0303,394136870
17668,"Coordinate communication between patients, family members, medical staff, administrative staff, or r...",Patient Representatives,29-2099,Tier2_Knowledge,Python automation,60%,174060,23.46,0.0769,392010970
17675,Teach patients to use home health care equipment....,Patient Representatives,29-2099,Tier2_Knowledge,Python automation,60%,174060,23.46,0.0769,392010970
17670,Interview patients or their representatives to identify problems relating to care....,Patient Representatives,29-2099,Tier2_Knowledge,Python automation,60%,174060,23.46,0.0769,392010970
17676,"Identify and share research, recommendations, or other information regarding legal liabilities, risk...",Patient Representatives,29-2099,Tier2_Knowledge,Python automation,60%,174060,23.46,0.0769,392010970
17678,Maintain knowledge of community services and resources available to patients....,Patient Representatives,29-2099,Tier2_Knowledge,Python automation,60%,174060,23.46,0.0769,392010970
17674,"Develop and distribute newsletters, brochures, or other printed materials to share information with ...",Patient Representatives,29-2099,Tier2_Good,Python automation,60%,174060,23.46,0.0769,392010970
17667,"Explain policies, procedures, or services to patients using medical or administrative knowledge....",Patient Representatives,29-2099,Tier2_Knowledge,Python automation,60%,174060,23.46,0.0769,392010970
17679,"Provide consultation or training to volunteers or staff on topics, such as guest relations, patients...",Patient Representatives,29-2099,Tier2_Knowledge,Python automation,60%,174060,23.46,0.0769,392010970
17672,Analyze patients' abilities to pay to determine charges on a sliding scale....,Patient Representatives,29-2099,Tier2_Knowledge,Python automation,60%,174060,23.46,0.0769,392010970
17669,Investigate and direct patient inquiries or complaints to appropriate medical staff members and foll...,Patient Representatives,29-2099,Tier2_Knowledge,Python automation,60%,174060,23.46,0.0769,392010970
17673,"Collect and report data on topics, such as patient encounters or inter-institutional problems, makin...",Patient Representatives,29-2099,Tier2_Good,"Excel/Sheets, Word/Docs",60%,174060,23.46,0.0769,392010970
11070,Provide new-employee health and safety orientations and develop materials for these presentations....,Occupational Health and Safety Specialists,19-5011,Tier2_Excellent,PowerPoint,80%,128430,40.34,0.0455,391861880
16127,"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of d...",Data Warehousing Specialists,15-1243,Tier2_Excellent,"Excel/Sheets, Database, Design",80%,64770,65.37,0.0556,391411155
16129,"Create supporting documentation, such as metadata and diagrams of entity relationships, business pro...",Data Warehousing Specialists,15-1243,Tier2_Excellent,"Excel/Sheets, Word/Docs",80%,64770,65.37,0.0556,391411155
16117,"Review designs, codes, test plans, or documentation to ensure quality....",Data Warehousing Specialists,15-1243,Tier2_Excellent,"Word/Docs, Design",80%,64770,65.37,0.0556,391411155
16130,"Create plans, test files, and scripts for data warehouse testing, ranging from unit to integration t...",Data Warehousing Specialists,15-1243,Tier2_Excellent,Excel/Sheets,80%,64770,65.37,0.0556,391411155
16123,"Perform system analysis, data analysis or programming, using a variety of computer languages and pro...",Data Warehousing Specialists,15-1243,Tier2_Excellent,Excel/Sheets,80%,64770,65.37,0.0556,391411155
7394,Monitor functioning of equipment and make necessary modifications to ensure system operates in confo...,Computer Hardware Engineers,17-2061,Tier2_Good,Python automation,60%,75710,74.53,0.0556,391224863
7404,Provide training and support to system designers and users....,Computer Hardware Engineers,17-2061,Tier2_Good,Design,60%,75710,74.53,0.0556,391224863
7397,Analyze user needs and recommend appropriate hardware....,Computer Hardware Engineers,17-2061,Tier2_Knowledge,Python automation,60%,75710,74.53,0.0556,391224863
7398,"Direct technicians, engineering designers or other technical support personnel as needed....",Computer Hardware Engineers,17-2061,Tier2_Good,Design,60%,75710,74.53,0.0556,391224863
7392,"Provide technical support to designers, marketing and sales departments, suppliers, engineers and ot...",Computer Hardware Engineers,17-2061,Tier2_Good,Design,60%,75710,74.53,0.0556,391224863
7391,Update knowledge and skills to keep up with rapid advancements in computer technology....,Computer Hardware Engineers,17-2061,Tier2_Good,Python automation,60%,75710,74.53,0.0556,391224863
7402,Write detailed functional specifications that document the hardware development process and support ...,Computer Hardware Engineers,17-2061,Tier2_Good,Word/Docs,60%,75710,74.53,0.0556,391224863
7400,"Select hardware and material, assuring compliance with specifications and product requirements....",Computer Hardware Engineers,17-2061,Tier2_Good,Python automation,60%,75710,74.53,0.0556,391224863
2310,"Hire, train, and supervise food and beverage service staff....","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031,Tier2_Knowledge,Python automation,60%,427150,14.61,0.05,389417278
2301,Receive and record patrons' dining reservations....,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031,Tier2_Good,Python automation,60%,427150,14.61,0.05,389417278
2302,"Maintain contact with kitchen staff, management, serving staff, and customers to ensure that dining ...","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031,Tier2_Knowledge,Python automation,60%,427150,14.61,0.05,389417278
15994,"Collaborate with product development teams to research, model, validate, or implement quantitative s...",Financial Quantitative Analysts,13-2099,Tier2_Excellent,Python automation,80%,127450,38.55,0.0476,389312411
15990,"Develop core analytical capabilities or model libraries, using advanced statistical, quantitative, o...",Financial Quantitative Analysts,13-2099,Tier2_Excellent,Python automation,80%,127450,38.55,0.0476,389312411
15991,Define or recommend model specifications or data collection methods....,Financial Quantitative Analysts,13-2099,Tier2_Excellent,Excel/Sheets,80%,127450,38.55,0.0476,389312411
15984,"Identify, track, or maintain metrics for trading system operations....",Financial Quantitative Analysts,13-2099,Tier2_Excellent,Python automation,80%,127450,38.55,0.0476,389312411
15988,Produce written summary reports of financial research results....,Financial Quantitative Analysts,13-2099,Tier2_Excellent,Word/Docs,80%,127450,38.55,0.0476,389312411
6484,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that...","Preschool Teachers, Except Special Education",25-2011,Tier2_Excellent,Python automation,80%,445080,17.85,0.0294,388821888
6483,Prepare reports on students and activities as required by administration....,"Preschool Teachers, Except Special Education",25-2011,Tier2_Excellent,Word/Docs,80%,445080,17.85,0.0294,388821888
18710,"Identify, compare, classify, and file fingerprints, using systems such as Automated Fingerprint Iden...",Police Identification and Records Officers,33-3021,Tier2_Good,Python automation,60%,110790,44.99,0.0625,388786484
2120,Photograph crime or accident scenes for evidence records....,Police Identification and Records Officers,33-3021,Tier2_Good,Visualization,60%,110790,44.99,0.0625,388786484
18708,Maintain records of evidence and write and review reports....,Police Identification and Records Officers,33-3021,Tier2_Good,Word/Docs,60%,110790,44.99,0.0625,388786484
2129,Process film and prints from crime or accident scenes....,Police Identification and Records Officers,33-3021,Tier2_Good,Python automation,60%,110790,44.99,0.0625,388786484
18712,"Coordinate or conduct instructional classes or in-services, such as citizen police academy classes a...",Police Identification and Records Officers,33-3021,Tier2_Knowledge,Python automation,60%,110790,44.99,0.0625,388786484
16844,Present and defend proposals for climate change research projects....,Climate Change Policy Analysts,19-2041,Tier2_Excellent,Python automation,80%,84930,38.49,0.0714,388538735
16850,"Prepare study reports, memoranda, briefs, testimonies, or other written materials to inform governme...",Climate Change Policy Analysts,19-2041,Tier2_Excellent,Word/Docs,80%,84930,38.49,0.0714,388538735
11160,Determine where patients or patrons would like to eat their meals and help them get situated....,"Food Servers, Nonrestaurant",35-3041,Tier2_Knowledge,Python automation,58%,271780,16.57,0.0714,388063946
11162,"Total checks, present them to customers, and accept payment for services....","Food Servers, Nonrestaurant",35-3041,Tier2_Good,Python automation,58%,271780,16.57,0.0714,388063946
11149,"Monitor food distribution, ensuring that meals are delivered to the correct recipients and that guid...","Food Servers, Nonrestaurant",35-3041,Tier2_Knowledge,Python automation,58%,271780,16.57,0.0714,388063946
11161,Record amounts and types of special food items served to customers....,"Food Servers, Nonrestaurant",35-3041,Tier2_Knowledge,Python automation,58%,271780,16.57,0.0714,388063946
11158,Monitor food preparation or serving techniques to ensure that proper procedures are followed....,"Food Servers, Nonrestaurant",35-3041,Tier2_Good,Python automation,58%,271780,16.57,0.0714,388063946
11151,Examine trays to ensure that they contain required items....,"Food Servers, Nonrestaurant",35-3041,Tier2_Knowledge,Python automation,58%,271780,16.57,0.0714,388063946
18534,"Perform administrative or business management tasks, such as scheduling appointments, accepting paym...",Veterinarians,29-1131,Tier2_Excellent,Python automation,80%,80630,60.34,0.0476,385510306
4110,"Operate diagnostic equipment, such as radiographic or ultrasound equipment, and interpret the result...",Veterinarians,29-1131,Tier2_Excellent,"Visualization, Design",80%,80630,60.34,0.0476,385510306
11516,Read work orders or receive instructions from supervisors or homeowners to determine work requiremen...,"Painters, Construction and Maintenance",47-2141,Tier2_Knowledge,Python automation,60%,224180,23.4,0.0588,385104316
11522,"Select and purchase tools or finishes for surfaces to be covered, considering durability, ease of ha...","Painters, Construction and Maintenance",47-2141,Tier2_Knowledge,Python automation,60%,224180,23.4,0.0588,385104316
1279,"Assign, coordinate, and review work and activities of programming personnel....",Computer Programmers,15-1251,Tier2_Good,Python automation,60%,109870,47.44,0.0588,382639208
1281,Train subordinates in programming and program coding....,Computer Programmers,15-1251,Tier2_Good,Python automation,60%,109870,47.44,0.0588,382639208
1267,Correct errors by making appropriate changes and rechecking the program to ensure that the desired r...,Computer Programmers,15-1251,Tier2_Good,Python automation,60%,109870,47.44,0.0588,382639208
1275,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral...",Computer Programmers,15-1251,Tier2_Good,Python automation,60%,109870,47.44,0.0588,382639208
1268,Conduct trial runs of programs and software applications to be sure they will produce the desired in...,Computer Programmers,15-1251,Tier2_Good,Python automation,60%,109870,47.44,0.0588,382639208
1271,"Consult with managerial, engineering, and technical personnel to clarify program intent, identify pr...",Computer Programmers,15-1251,Tier2_Good,Python automation,60%,109870,47.44,0.0588,382639208
18632,Establish and enforce administration policies and rules governing student behavior....,"Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Good,Python automation,60%,342350,31.32,0.0286,382330220
5636,"Interview clients to obtain information about employment history, educational background, and career...","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
5633,Provide special services such as alcohol and drug prevention programs and classes that teach student...,"Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Good,Python automation,60%,342350,31.32,0.0286,382330220
18624,"Confer with parents or guardians, teachers, administrators, and other professionals to discuss child...","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
18634,"Plan, direct, and participate in recruitment and enrollment activities....","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
5616,Provide students with information on topics such as college degree programs and admission requiremen...,"Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Good,Python automation,60%,342350,31.32,0.0286,382330220
5630,Provide information for teachers and staff members involved in helping students or graduates identif...,"Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
5627,"Address community groups, faculty, and staff members to explain available counseling services....","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
5624,Plan and conduct orientation programs and group conferences to promote the adjustment of individuals...,"Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Good,Python automation,60%,342350,31.32,0.0286,382330220
5619,Teach classes and present self-help or information sessions on subjects related to education and car...,"Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
