task_id,task_description,occupation,soc_code,rag_capability,accel_pct,employment,hourly_wage,task_share,annual_impact_usd
19649,Analyze the financial impacts of sustainable manufacturing processes or sustainable product manufact...,Manufacturing Engineers,17-2112,Tier1_Knowledge,30%,350230,48.63,0.0417,442823807
18186,Train production personnel in new or existing methods....,Manufacturing Engineers,17-2112,Tier1_Knowledge,30%,350230,48.63,0.0417,442823807
19651,"Evaluate current or proposed manufacturing processes or practices for environmental sustainability, ...",Manufacturing Engineers,17-2112,Tier1_Knowledge,30%,350230,48.63,0.0417,442823807
18393,"Provide patients with information needed to promote health, reduce risk factors, or prevent disease ...",Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18401,"Keep abreast of regulatory processes and payer systems, such as Medicare, Medicaid, managed care, an...",Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18384,"Diagnose or treat chronic health care problems, such as high blood pressure and diabetes....",Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18394,"Recommend diagnostic or therapeutic interventions with attention to safety, cost, invasiveness, simp...",Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18380,Counsel patients about drug regimens and possible side effects or interactions with other substances...,Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18402,"Maintain current knowledge of state legal regulations for nurse practitioner practice, including rei...",Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18395,Recommend interventions to modify behavior associated with health risks....,Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18387,"Consult with, or refer patients to, appropriate specialists when conditions exceed the scope of prac...",Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18400,"Read current literature, talk with colleagues, or participate in professional organizations or confe...",Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18403,Maintain departmental policies and procedures in areas such as safety and infection control....,Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18390,"Perform primary care procedures such as suturing, splinting, administering immunizations, taking cul...",Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
18398,Provide patients or caregivers with assistance in locating health care resources....,Nurse Practitioners,29-1171,Tier1_Knowledge,30%,307390,62.12,0.037,441308210
6108,Collaborate with colleagues to address teaching and research issues....,"Health Specialties Teachers, Postsecondary",25-1071,Tier1_Good,40%,229720,50.78,0.0455,441145935
6101,"Compile, administer, and grade examinations, or assign this work to others....","Health Specialties Teachers, Postsecondary",25-1071,Tier1_Good,40%,229720,50.78,0.0455,441145935
93,"Keep up with developments in area of expertise by reading current journals, books, or magazine artic...",Training and Development Specialists,13-1151,Tier1_Knowledge,30%,436610,31.66,0.05,431279865
17107,Admit patients for hospital stays....,Hospitalists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17102,Prescribe medications or treatment regimens to hospital inpatients....,Hospitalists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17282,Teach or train medical and clinical staff....,Urologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17285,"Refer patients to specialists when condition exceeds experience, expertise, or scope of practice....",Urologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17284,Provide urology consultation to physicians or other health care professionals....,Urologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17287,Treat urologic disorders using alternatives to traditional surgery such as extracorporeal shock wave...,Urologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17289,"Prescribe or administer antibiotics, antiseptics, or compresses to treat infection or injury....",Urologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17293,"Order and interpret the results of diagnostic tests, such as prostate specific antigen (PSA) screeni...",Urologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17295,Diagnose or treat diseases or disorders of genitourinary organs and tracts including erectile dysfun...,Urologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17097,Participate in continuing education activities to maintain or enhance knowledge and skills....,Hospitalists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17104,Attend inpatient consultations in areas of specialty....,Hospitalists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
17096,"Refer patients to medical specialists, social services, or other professionals as appropriate....",Hospitalists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0714,430255559
23436,Select and order lumber or other required materials....,Carpenters,47-2031,Tier1_Knowledge,30%,697740,28.51,0.0345,428033174
23441,"Anchor and brace forms and other structures in place, using nails, bolts, anchor rods, steel cables,...",Carpenters,47-2031,Tier1_Knowledge,30%,697740,28.51,0.0345,428033174
23440,Erect scaffolding or ladders for assembling structures above ground level....,Carpenters,47-2031,Tier1_Knowledge,30%,697740,28.51,0.0345,428033174
8828,"Direct or coordinate activities of businesses or departments concerned with production, pricing, sal...",Chief Executives,11-1011,Tier1_Knowledge,30%,211850,99.24,0.0323,423192653
8836,Implement corrective action plans to solve organizational or departmental problems....,Chief Executives,11-1011,Tier1_Knowledge,30%,211850,99.24,0.0323,423192653
8847,Direct or coordinate activities of businesses involved with buying or selling investment products or...,Chief Executives,11-1011,Tier1_Knowledge,30%,211850,99.24,0.0323,423192653
8852,"Represent organizations or promote their objectives at official functions, or delegate representativ...",Chief Executives,11-1011,Tier1_Knowledge,30%,211850,99.24,0.0323,423192653
8838,"Direct non-merchandising departments, such as advertising, purchasing, credit, or accounting....",Chief Executives,11-1011,Tier1_Knowledge,30%,211850,99.24,0.0323,423192653
8833,"Preside over, or serve on, boards of directors, management committees, or other governing boards....",Chief Executives,11-1011,Tier1_Knowledge,30%,211850,99.24,0.0323,423192653
8831,Appoint department heads or managers and assign or delegate responsibilities to them....,Chief Executives,11-1011,Tier1_Knowledge,30%,211850,99.24,0.0323,423192653
3161,Record sales or delivery information on daily sales or delivery record....,Driver/Sales Workers,53-3031,Tier1_Knowledge,30%,417420,17.85,0.0909,422671903
3156,Inform regular customers of new products or services and price changes....,Driver/Sales Workers,53-3031,Tier1_Knowledge,30%,417420,17.85,0.0909,422671903
375,"Provide information to the patient about the proposed intervention, its material risks and expected ...",Physical Therapists,29-1123,Tier1_Good,40%,248630,48.57,0.0417,418633249
9591,"Care for established lawns by mulching, aerating, weeding, grubbing, removing thatch, or trimming or...",Landscaping and Groundskeeping Workers,37-3011,Tier1_Knowledge,30%,943430,18.31,0.0385,414580879
9611,Attach wires from planted trees to support stakes....,Landscaping and Groundskeeping Workers,37-3011,Tier1_Knowledge,30%,943430,18.31,0.0385,414580879
9602,"Plant seeds, bulbs, foliage, flowering plants, grass, ground covers, trees, or shrubs, and apply mul...",Landscaping and Groundskeeping Workers,37-3011,Tier1_Knowledge,30%,943430,18.31,0.0385,414580879
9603,Decorate gardens with stones or plants....,Landscaping and Groundskeeping Workers,37-3011,Tier1_Knowledge,30%,943430,18.31,0.0385,414580879
9604,"Maintain irrigation systems, including winterizing the systems and starting them up in spring....",Landscaping and Groundskeeping Workers,37-3011,Tier1_Knowledge,30%,943430,18.31,0.0385,414580879
9610,Plan or cultivate lawns or gardens....,Landscaping and Groundskeeping Workers,37-3011,Tier1_Knowledge,30%,943430,18.31,0.0385,414580879
9598,"Water lawns, trees, or plants, using portable sprinkler systems, hoses, or watering cans....",Landscaping and Groundskeeping Workers,37-3011,Tier1_Knowledge,30%,943430,18.31,0.0385,414580879
14740,"Implement updates, upgrades, and patches in a timely manner to limit loss of service....",Web Administrators,15-1299,Tier1_Knowledge,30%,439380,52.39,0.0286,410397993
14735,"Implement Web site security measures, such as firewalls or message encryption....",Web Administrators,15-1299,Tier1_Knowledge,30%,439380,52.39,0.0286,410397993
14746,Identify or address interoperability requirements....,Web Administrators,15-1299,Tier1_Knowledge,30%,439380,52.39,0.0286,410397993
14754,Develop or implement procedures for ongoing Web site revision....,Web Administrators,15-1299,Tier1_Knowledge,30%,439380,52.39,0.0286,410397993
14764,"Evaluate testing routines or procedures for adequacy, sufficiency, and effectiveness....",Web Administrators,15-1299,Tier1_Knowledge,30%,439380,52.39,0.0286,410397993
14752,"Inform Web site users of problems, problem resolutions, or application changes and updates....",Web Administrators,15-1299,Tier1_Writing,30%,439380,52.39,0.0286,410397993
14760,"Develop and implement marketing plans for home pages, including print advertising or advertisement r...",Web Administrators,15-1299,Tier1_Knowledge,30%,439380,52.39,0.0286,410397993
14748,"Identify, standardize, and communicate levels of access and security....",Web Administrators,15-1299,Tier1_Knowledge,30%,439380,52.39,0.0286,410397993
17786,"Demonstrate start-up, shut-down, maintenance, diagnostic, and safety procedures to thermal system ow...",Solar Thermal Installers and Technicians,47-2152,Tier1_Knowledge,30%,455940,30.27,0.0476,410095884
16563,Test or evaluate photovoltaic (PV) cells or modules....,Solar Energy Systems Engineers,17-2199,Tier1_Knowledge,30%,150750,56.61,0.0769,409629960
16373,Train users in task techniques or ergonomic principles....,Human Factors Engineers and Ergonomists,17-2112,Tier1_Knowledge,30%,350230,48.63,0.0385,408760438
16387,Inspect work sites to identify physical hazards....,Human Factors Engineers and Ergonomists,17-2112,Tier1_Knowledge,30%,350230,48.63,0.0385,408760438
16380,"Provide technical support to clients through activities, such as rearranging workplace fixtures to r...",Human Factors Engineers and Ergonomists,17-2112,Tier1_Knowledge,30%,350230,48.63,0.0385,408760438
16392,Assess the user-interface or usability characteristics of products....,Human Factors Engineers and Ergonomists,17-2112,Tier1_Knowledge,30%,350230,48.63,0.0385,408760438
15944,"Advise customers on import and export restrictions, tariff systems, insurance requirements, quotas, ...",Customs Brokers,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0435,406846074
15935,Prepare papers for shippers to appeal duty charges....,Customs Brokers,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0435,406846074
15938,Maintain relationships with customs brokers in other ports to expedite clearing of cargo....,Customs Brokers,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0435,406846074
15946,Clear goods through customs and to their destinations for clients....,Customs Brokers,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0435,406846074
15936,"Pay, or arrange for payment of, taxes and duties on shipments....",Customs Brokers,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0435,406846074
15933,"Stay abreast of changes in import or export laws or regulations by reading current literature, atten...",Customs Brokers,13-1041,Tier1_Writing,30%,397770,37.7,0.0435,406846074
15939,Inform importers and exporters of steps to reduce duties and taxes....,Customs Brokers,13-1041,Tier1_Writing,30%,397770,37.7,0.0435,406846074
15926,Post bonds for the products being imported or assist clients in obtaining bonds....,Customs Brokers,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0435,406846074
15930,"Arrange for transportation, warehousing, or product distribution of imported or exported products....",Customs Brokers,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0435,406846074
15940,Confer with officials in various agencies to facilitate clearance of goods through customs and quara...,Customs Brokers,13-1041,Tier1_Writing,30%,397770,37.7,0.0435,406846074
45,Negotiate materials prices with suppliers....,Industrial Production Managers,11-3051,Tier1_Knowledge,30%,234380,58.39,0.0476,406653318
21339,Supervise subordinate employees....,Industrial Production Managers,11-3051,Tier1_Knowledge,30%,234380,58.39,0.0476,406653318
32,"Direct or coordinate production, processing, distribution, or marketing activities of industrial org...",Industrial Production Managers,11-3051,Tier1_Knowledge,30%,234380,58.39,0.0476,406653318
3759,"Interview individuals or family members to compile information on social, educational, criminal, ins...",Social and Human Service Assistants,21-1093,Tier1_Good,40%,424220,21.69,0.0526,402921477
21272,"Acquire, distribute and store supplies....",Facilities Managers,11-3013,Tier1_Knowledge,30%,141090,50.33,0.0909,402823750
21273,Conduct classes to teach procedures to staff....,Facilities Managers,11-3013,Tier1_Knowledge,30%,141090,50.33,0.0909,402823750
21275,Manage leasing of facility space....,Facilities Managers,11-3013,Tier1_Knowledge,30%,141090,50.33,0.0909,402823750
21274,"Dispose of, or oversee the disposal of, surplus or unclaimed property....",Facilities Managers,11-3013,Tier1_Knowledge,30%,141090,50.33,0.0909,402823750
17221,Develop or implement interventions to address behavioral causes of diseases....,Preventive Medicine Physicians,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0667,401571855
17224,"Coordinate or integrate the resources of health care institutions, social service agencies, public s...",Preventive Medicine Physicians,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0667,401571855
17211,Teach or train medical staff regarding preventive medicine issues....,Preventive Medicine Physicians,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0667,401571855
17216,Evaluate the effectiveness of prescribed risk reduction measures or other interventions....,Preventive Medicine Physicians,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0667,401571855
17217,Identify groups at risk for specific preventable diseases or injuries....,Preventive Medicine Physicians,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0667,401571855
17209,"Prescribe orthotic and prosthetic applications and adaptive equipment, such as wheelchairs, bracing,...",Physical Medicine and Rehabilitation Physicians,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0667,401571855
17202,"Diagnose or treat performance-related conditions, such as sports injuries or repetitive-motion injur...",Physical Medicine and Rehabilitation Physicians,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0667,401571855
17196,Instruct interns and residents in the diagnosis and treatment of temporary or permanent physically d...,Physical Medicine and Rehabilitation Physicians,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0667,401571855
17205,Coordinate physical medicine and rehabilitation services with other medical activities....,Physical Medicine and Rehabilitation Physicians,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0667,401571855
21579,"Advise clients on aspects of capitalization, such as amounts, sources, or timing....",Financial and Investment Analysts,13-2051,Tier1_Knowledge,30%,340580,48.73,0.0385,398315122
21583,Collaborate with investment bankers to attract new corporate clients....,Financial and Investment Analysts,13-2051,Tier1_Knowledge,30%,340580,48.73,0.0385,398315122
21599,"Prepare plans of action for investment, using financial analyses....",Financial and Investment Analysts,13-2051,Tier1_Knowledge,30%,340580,48.73,0.0385,398315122
21602,"Recommend investments and investment timing to companies, investment firm staff, or the public....",Financial and Investment Analysts,13-2051,Tier1_Knowledge,30%,340580,48.73,0.0385,398315122
20189,"Recommend financial products, such as stocks, bonds, mutual funds, or insurance....",Personal Financial Advisors,13-2052,Tier1_Knowledge,30%,270480,49.11,0.0476,394702963
12918,"Open accounts for clients, and disburse funds from accounts to creditors as agent for clients....",Personal Financial Advisors,13-2052,Tier1_Knowledge,30%,270480,49.11,0.0476,394702963
12917,Devise debt liquidation plans that include payoff priorities and timelines....,Personal Financial Advisors,13-2052,Tier1_Knowledge,30%,270480,49.11,0.0476,394702963
12916,"Meet with clients' other advisors, such as attorneys, accountants, trust officers, or investment ban...",Personal Financial Advisors,13-2052,Tier1_Knowledge,30%,270480,49.11,0.0476,394702963
11364,Confer with department supervisors or other personnel to assess progress and discuss needed changes....,"Production, Planning, and Expediting Clerks",43-5061,Tier1_Knowledge,30%,385000,27.78,0.0588,392580424
11368,Requisition and maintain inventories of materials or supplies necessary to meet production demands....,"Production, Planning, and Expediting Clerks",43-5061,Tier1_Knowledge,30%,385000,27.78,0.0588,392580424
17301,"Provide airway management interventions including tracheal intubation, fiber optics, or ventilary su...",Anesthesiologist Assistants,29-1071,Tier1_Knowledge,30%,155540,64.07,0.0625,388652464
17297,"Provide clinical instruction, supervision or training to staff in areas such as anesthesia practices...",Anesthesiologist Assistants,29-1071,Tier1_Knowledge,30%,155540,64.07,0.0625,388652464
17296,"Verify availability of operating room supplies, medications, and gases....",Anesthesiologist Assistants,29-1071,Tier1_Knowledge,30%,155540,64.07,0.0625,388652464
17310,Control anesthesia levels during procedures....,Anesthesiologist Assistants,29-1071,Tier1_Knowledge,30%,155540,64.07,0.0625,388652464
17298,Collect samples or specimens for diagnostic testing....,Anesthesiologist Assistants,29-1071,Tier1_Knowledge,30%,155540,64.07,0.0625,388652464
17309,"Administer blood, blood products, or supportive fluids....",Anesthesiologist Assistants,29-1071,Tier1_Knowledge,30%,155540,64.07,0.0625,388652464
17307,"Assist anesthesiologists in performing anesthetic procedures, such as epidural or spinal injections....",Anesthesiologist Assistants,29-1071,Tier1_Knowledge,30%,155540,64.07,0.0625,388652464
427,Administer local anesthetic agents....,Dental Hygienists,29-1292,Tier1_Knowledge,30%,219070,45.32,0.0625,387201844
421,"Examine gums, using probes, to locate periodontal recessed gums and signs of gum disease....",Dental Hygienists,29-1292,Tier1_Knowledge,30%,219070,45.32,0.0625,387201844
23921,Attend continuing education courses to maintain or update skills....,Dental Hygienists,29-1292,Tier1_Knowledge,30%,219070,45.32,0.0625,387201844
18538,Maintain dental equipment and sharpen and sterilize dental instruments....,Dental Hygienists,29-1292,Tier1_Knowledge,30%,219070,45.32,0.0625,387201844
419,Feel lymph nodes under patient's chin to detect swelling or tenderness that could indicate presence ...,Dental Hygienists,29-1292,Tier1_Knowledge,30%,219070,45.32,0.0625,387201844
417,Feel and visually examine gums for sores and signs of disease....,Dental Hygienists,29-1292,Tier1_Knowledge,30%,219070,45.32,0.0625,387201844
16331,Conduct water quality studies to identify and characterize water pollutant sources....,Water/Wastewater Engineers,17-2051,Tier1_Knowledge,30%,355410,47.88,0.0357,379236686
17065,Provide allergy or immunology consultation or education to physicians or other health care providers...,Allergists and Immunologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0625,376473614
17062,Engage in self-directed learning and continuing education activities....,Allergists and Immunologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0625,376473614
17075,"Perform allergen provocation tests such as nasal, conjunctival, bronchial, oral, food, or medication...",Allergists and Immunologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0625,376473614
17067,Conduct physical examinations of patients....,Allergists and Immunologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0625,376473614
17070,Interpret diagnostic test results to make appropriate differential diagnoses....,Allergists and Immunologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0625,376473614
17068,"Order or perform diagnostic tests such as skin pricks and intradermal, patch, or delayed hypersensit...",Allergists and Immunologists,29-1229,Tier1_Knowledge,30%,315360,30.61,0.0625,376473614
16268,Prepare appropriate formatting to data sets as requested....,Clinical Data Managers,15-2051,Tier1_Knowledge,30%,233440,54.13,0.0476,375472900
16284,"Process clinical data, including receipt, entry, verification, or filing of information....",Clinical Data Managers,15-2051,Tier1_Writing,30%,233440,54.13,0.0476,375472900
16274,"Track the flow of work forms, including in-house data flow or electronic forms transfer....",Clinical Data Managers,15-2051,Tier1_Knowledge,30%,233440,54.13,0.0476,375472900
2241,Create drink recipes....,Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
2239,Plan bar menus....,Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
2236,Arrange bottles and glasses to make attractive displays....,Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
2238,Supervise the work of bar staff and other bartenders....,Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
2240,"Prepare appetizers such as pickles, cheese, and cold meats....",Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
2234,"Ask customers who become loud and obnoxious to leave, or physically remove them....",Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
2232,Serve snacks or food items to customers seated at the bar....,Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
2228,Take beverage orders from serving staff or directly from patrons....,Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
2231,"Mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other dri...",Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
2226,Attempt to limit problems and liability related to customers' excessive drinking by taking steps suc...,Bartenders,35-3011,Tier1_Knowledge,30%,745610,16.12,0.05,375000076
23221,Purchase or sell financial derivatives for customers....,"Securities, Commodities, and Financial Services Sales Agents",41-3031,Tier1_Knowledge,30%,472300,37.57,0.0333,369081669
23218,Negotiate prices or contracts for securities or commodities sales or purchases....,"Securities, Commodities, and Financial Services Sales Agents",41-3031,Tier1_Writing,30%,472300,37.57,0.0333,369081669
23194,Agree on buying or selling prices at optimal levels for clients....,"Securities, Commodities, and Financial Services Sales Agents",41-3031,Tier1_Knowledge,30%,472300,37.57,0.0333,369081669
23207,"Devise trading, option, or hedge strategies....","Securities, Commodities, and Financial Services Sales Agents",41-3031,Tier1_Knowledge,30%,472300,37.57,0.0333,369081669
23200,Discuss financial options with clients and keep them informed about transactions....,"Securities, Commodities, and Financial Services Sales Agents",41-3031,Tier1_Knowledge,30%,472300,37.57,0.0333,369081669
23197,Complete sales order tickets and submit for processing of client-requested transactions....,"Securities, Commodities, and Financial Services Sales Agents",41-3031,Tier1_Knowledge,30%,472300,37.57,0.0333,369081669
23219,Prepare and send requests for price quotations to all companies in a particular market....,"Securities, Commodities, and Financial Services Sales Agents",41-3031,Tier1_Knowledge,30%,472300,37.57,0.0333,369081669
23195,Keep accurate records of transactions....,"Securities, Commodities, and Financial Services Sales Agents",41-3031,Tier1_Knowledge,30%,472300,37.57,0.0333,369081669
1263,Evaluate possibility of losses due to catastrophe or excessive insurance....,Insurance Underwriters,13-2053,Tier1_Knowledge,30%,107820,38.4,0.1429,369077102
1264,Decrease value of policy when risk is substandard and specify applicable endorsements or apply ratin...,Insurance Underwriters,13-2053,Tier1_Knowledge,30%,107820,38.4,0.1429,369077102
11194,Set up banquet tables....,Dishwashers,35-9021,Tier1_Knowledge,30%,471670,16.19,0.0769,366544190
11196,Receive and store supplies....,Dishwashers,35-9021,Tier1_Knowledge,30%,471670,16.19,0.0769,366544190
91,Conduct special studies to develop and establish standard hour and related cost data or to reduce co...,Cost Estimators,13-1051,Tier1_Knowledge,30%,219530,37.05,0.0714,362525570
10835,"Investigate complaints and suspected violations regarding illegal dumping, pollution, pesticides, pr...",Environmental Compliance Inspectors,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0385,359902296
10845,"Inform health professionals, property owners, and the public about harmful properties and related pr...",Environmental Compliance Inspectors,13-1041,Tier1_Writing,30%,397770,37.7,0.0385,359902296
10836,"Inspect waste pretreatment, treatment, and disposal facilities and systems for conformance to federa...",Environmental Compliance Inspectors,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0385,359902296
10844,Evaluate label information for accuracy and conformance to regulatory requirements....,Environmental Compliance Inspectors,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0385,359902296
10847,"Perform laboratory tests on samples collected, such as analyzing the content of contaminated wastewa...",Environmental Compliance Inspectors,13-1041,Tier1_Knowledge,30%,397770,37.7,0.0385,359902296
3408,Meet with applicants to obtain information for loan applications and to answer questions about the p...,Loan Officers,13-2072,Tier1_Excellent,50%,290530,35.66,0.0333,359157060
16424,Develop or implement operating methods or procedures....,Automotive Engineers,17-2141,Tier1_Knowledge,30%,286760,49.19,0.04,352078881
16421,"Read current literature, attend meetings or conferences, or talk with colleagues to stay abreast of ...",Automotive Engineers,17-2141,Tier1_Knowledge,30%,286760,49.19,0.04,352078881
985,"Provide current and prospective employees with information about policies, job duties, working condi...",Human Resources Managers,11-3121,Tier1_Writing,30%,215520,67.32,0.0385,348211354
984,"Allocate human resources, ensuring appropriate matches between personnel....",Human Resources Managers,11-3121,Tier1_Partial,30%,215520,67.32,0.0385,348211354
1003,"Oversee the evaluation, classification, and rating of occupations and job positions....",Human Resources Managers,11-3121,Tier1_Knowledge,30%,215520,67.32,0.0385,348211354
986,"Perform difficult staffing duties, including dealing with understaffing, refereeing disputes, firing...",Human Resources Managers,11-3121,Tier1_Knowledge,30%,215520,67.32,0.0385,348211354
999,Negotiate bargaining agreements and help interpret labor contracts....,Human Resources Managers,11-3121,Tier1_Writing,30%,215520,67.32,0.0385,348211354
996,Conduct exit interviews to identify reasons for employee termination....,Human Resources Managers,11-3121,Tier1_Knowledge,30%,215520,67.32,0.0385,348211354
23538,Tune automobile engines to ensure proper and efficient functioning....,Automotive Service Technicians and Mechanics,49-3023,Tier1_Knowledge,30%,688840,23.88,0.0333,342149583
23527,Review work orders and discuss work with supervisors....,Automotive Service Technicians and Mechanics,49-3023,Tier1_Knowledge,30%,688840,23.88,0.0333,342149583
16399,"Read current literature, attend meetings or conferences, or talk with colleagues to stay abreast of ...",Fuel Cell Engineers,17-2141,Tier1_Knowledge,30%,286760,49.19,0.0385,338537386
20859,"Collect data for energy conservation analyses, using jobsite observation, field inspections, or sub-...","Energy Engineers, Except Wind and Solar",17-2199,Tier1_Good,40%,150750,56.61,0.0476,338107269
20863,"Research renewable or alternative energy systems or technologies, such as solar thermal or photovolt...","Energy Engineers, Except Wind and Solar",17-2199,Tier1_Good,40%,150750,56.61,0.0476,338107269
7515,"Evaluate effects of drugs, gases, pesticides, parasites, and microorganisms at various levels....","Medical Scientists, Except Epidemiologists",19-1042,Tier1_Knowledge,30%,156300,48.36,0.0714,336900631
7516,"Teach principles of medicine and medical and laboratory procedures to physicians, residents, student...","Medical Scientists, Except Epidemiologists",19-1042,Tier1_Knowledge,30%,156300,48.36,0.0714,336900631
7519,"Investigate cause, progress, life cycle, or mode of transmission of diseases or parasites....","Medical Scientists, Except Epidemiologists",19-1042,Tier1_Knowledge,30%,156300,48.36,0.0714,336900631
7521,Study animal and human health and physiological processes....,"Medical Scientists, Except Epidemiologists",19-1042,Tier1_Knowledge,30%,156300,48.36,0.0714,336900631
6585,Prepare students for later grades by encouraging them to explore learning opportunities and to perse...,"Middle School Teachers, Except Special and Career/Technical Education",25-2022,Tier1_Knowledge,30%,620370,30.27,0.0286,334840276
6606,"Provide students with disabilities with assistive devices, supportive technology, and assistance acc...","Middle School Teachers, Except Special and Career/Technical Education",25-2022,Tier1_Knowledge,30%,620370,30.27,0.0286,334840276
6574,Adapt teaching methods and instructional materials to meet students' varying needs and interests....,"Middle School Teachers, Except Special and Career/Technical Education",25-2022,Tier1_Knowledge,30%,620370,30.27,0.0286,334840276
6582,Assign lessons and correct homework....,"Middle School Teachers, Except Special and Career/Technical Education",25-2022,Tier1_Knowledge,30%,620370,30.27,0.0286,334840276
6581,Prepare materials and classrooms for class activities....,"Middle School Teachers, Except Special and Career/Technical Education",25-2022,Tier1_Knowledge,30%,620370,30.27,0.0286,334840276
6588,"Guide and counsel students with adjustment or academic problems, or special academic interests....","Middle School Teachers, Except Special and Career/Technical Education",25-2022,Tier1_Knowledge,30%,620370,30.27,0.0286,334840276
6589,Meet with other professionals to discuss individual students' needs and progress....,"Middle School Teachers, Except Special and Career/Technical Education",25-2022,Tier1_Writing,30%,620370,30.27,0.0286,334840276
555,Assist dentist in management of medical or dental emergencies....,Dental Assistants,31-9091,Tier1_Knowledge,30%,375430,22.74,0.0625,332953850
18553,"Fabricate and fit orthodontic appliances and materials for patients, such as retainers, wires, or ba...",Dental Assistants,31-9091,Tier1_Knowledge,30%,375430,22.74,0.0625,332953850
554,Provide postoperative instructions prescribed by dentist....,Dental Assistants,31-9091,Tier1_Knowledge,30%,375430,22.74,0.0625,332953850
16552,"Test wind turbine components, using mechanical or electronic testing equipment....",Wind Energy Engineers,17-2199,Tier1_Knowledge,30%,150750,56.61,0.0625,332824342
6116,"Select and obtain materials and supplies, such as textbooks and laboratory equipment....","Health Specialties Teachers, Postsecondary",25-1071,Tier1_Knowledge,30%,229720,50.78,0.0455,330859451
6109,Supervise laboratory sessions....,"Health Specialties Teachers, Postsecondary",25-1071,Tier1_Knowledge,30%,229720,50.78,0.0455,330859451
6112,Advise students on academic and vocational curricula and on career issues....,"Health Specialties Teachers, Postsecondary",25-1071,Tier1_Writing,30%,229720,50.78,0.0455,330859451
