task_id,onetsoc_code,occupation,task,task_type,job_zone,rag_retrieval,rag_summarize,rag_qa,rag_compare,rag_translate,agent_compute,agent_code,agent_visual_create,agent_visual_understand,agent_web,agent_browser,agent_calendar,agent_maps,agent_audio,agent_video,agent_reasoning,agent_email,agent_document,agent_data_analysis,analysis_evaluation,planning_development,coordination_management,review_monitoring,training_education,customer_communication,record_keeping,decision_making,writing_complex,writing_simple,communication,physical_primary,physical_knowledge,human_critical,tier,base_accel,software_count,avg_replace_potential,hot_tech_count,software_boost,final_accel,soc_code,OCC_CODE,TOT_EMP,H_MEDIAN,A_MEDIAN,hourly_wage,tasks_per_occ,task_share,annual_labor_value,acceleration_value,gdp_impact
9237,23-2093.00,"Title Examiners, Abstractors, and Searchers","Confer with realtors, lending institution personnel, buyers, sellers, contractors, surveyors, and courthouse personnel to exchange title-related information or to resolve problems.",Core,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,Tier2_Knowledge,0.5,27,0.5592592592592592,10,0.1,0.6,23-2093,23-2093,48170.0,26.43,54980.0,26.43,16,0.0625,165507303.0,99304381.8,173782668.15
9238,23-2093.00,"Title Examiners, Abstractors, and Searchers",Enter into record-keeping systems appropriate data needed to create new title records or to update existing ones.,Core,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,27,0.5592592592592592,10,0.1,0.6,23-2093,23-2093,48170.0,26.43,54980.0,26.43,16,0.0625,165507303.0,99304381.8,173782668.15
9243,23-2093.00,"Title Examiners, Abstractors, and Searchers",Retrieve and examine real estate closing files for accuracy and to ensure that information included is recorded and executed according to regulations.,Core,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,Physical+Knowledge,0.3,27,0.5592592592592592,10,0.1,0.3,23-2093,23-2093,48170.0,26.43,54980.0,26.43,16,0.0625,165507303.0,49652190.9,86891334.075
9241,23-2093.00,"Title Examiners, Abstractors, and Searchers","Prepare and issue title commitments and title insurance policies, based on information compiled from title searches.",Supplemental,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Good,0.4,27,0.5592592592592592,10,0.1,0.4,23-2093,23-2093,48170.0,26.43,54980.0,26.43,16,0.0625,165507303.0,66202921.2,115855112.10000001
9239,23-2093.00,"Title Examiners, Abstractors, and Searchers","Direct activities of workers who search records and examine titles, assigning, scheduling, and evaluating work, and providing technical guidance as necessary.",Supplemental,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,27,0.5592592592592592,10,0.1,0.6,23-2093,23-2093,48170.0,26.43,54980.0,26.43,16,0.0625,165507303.0,99304381.8,173782668.15
9245,23-2093.00,"Title Examiners, Abstractors, and Searchers","Determine whether land-related documents can be registered under the relevant legislation, such as the Land Titles Act.",Supplemental,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Tier2_Good,0.5,27,0.5592592592592592,10,0.1,0.6,23-2093,23-2093,48170.0,26.43,54980.0,26.43,16,0.0625,165507303.0,99304381.8,173782668.15
9246,23-2093.00,"Title Examiners, Abstractors, and Searchers",Assess fees related to registration of property-related documents.,Supplemental,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Tier2_Excellent,0.7,27,0.5592592592592592,10,0.1,0.7999999999999999,23-2093,23-2093,48170.0,26.43,54980.0,26.43,16,0.0625,165507303.0,132405842.39999999,231710224.2
9242,23-2093.00,"Title Examiners, Abstractors, and Searchers","Summarize pertinent legal or insurance details, or sections of statutes or case law from reference books for use in examinations or as proofs or ready reference.",Supplemental,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,27,0.5592592592592592,10,0.1,0.6,23-2093,23-2093,48170.0,26.43,54980.0,26.43,16,0.0625,165507303.0,99304381.8,173782668.15
5662,25-1011.00,"Business Teachers, Postsecondary","Prepare and deliver lectures to undergraduate or graduate students on topics such as financial accounting, principles of marketing, and operations management.",Core,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5663,25-1011.00,"Business Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5667,25-1011.00,"Business Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Knowledge,0.3,32,0.5625,10,0.1,0.3,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,95456887.20000002,167049552.60000002
5665,25-1011.00,"Business Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5670,25-1011.00,"Business Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional organizations and conferences.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Knowledge,0.3,32,0.5625,10,0.1,0.3,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,95456887.20000002,167049552.60000002
5668,25-1011.00,"Business Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5666,25-1011.00,"Business Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5681,25-1011.00,"Business Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tier1_Partial,0.3,32,0.5625,10,0.1,0.3,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,95456887.20000002,167049552.60000002
5664,25-1011.00,"Business Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.",Core,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Good,0.4,32,0.5625,10,0.1,0.4,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,127275849.60000002,222732736.80000004
5669,25-1011.00,"Business Teachers, Postsecondary",Maintain regularly scheduled office hours to advise and assist students.,Core,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Tier2_Good,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5673,25-1011.00,"Business Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,Core,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Tier1_Good,0.4,32,0.5625,10,0.1,0.4,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,127275849.60000002,222732736.80000004
5671,25-1011.00,"Business Teachers, Postsecondary",Advise students on academic and vocational curricula and career issues.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Writing,0.3,32,0.5625,10,0.1,0.3,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,95456887.20000002,167049552.60000002
20058,25-1011.00,"Business Teachers, Postsecondary",Develop and maintain course Web sites.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5674,25-1011.00,"Business Teachers, Postsecondary","Collaborate with members of the business community to improve programs, to develop new programs, and to provide student access to learning opportunities, such as internships.",Core,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Tier2_Good,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5676,25-1011.00,"Business Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,32,0.5625,10,0.1,0.0,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,0.0,0.0
5672,25-1011.00,"Business Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tier1_Knowledge,0.3,32,0.5625,10,0.1,0.3,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,95456887.20000002,167049552.60000002
5678,25-1011.00,"Business Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,Core,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5677,25-1011.00,"Business Teachers, Postsecondary",Participate in campus and community events.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,32,0.5625,10,0.1,0.0,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,0.0,0.0
21108,25-1011.00,"Business Teachers, Postsecondary",Mentor new faculty.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Tier1_Knowledge,0.3,32,0.5625,10,0.1,0.3,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,95456887.20000002,167049552.60000002
5679,25-1011.00,"Business Teachers, Postsecondary","Perform administrative duties, such as serving as department head.",Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,32,0.5625,10,0.1,0.0,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,0.0,0.0
5675,25-1011.00,"Business Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.",Supplemental,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5682,25-1011.00,"Business Teachers, Postsecondary",Act as advisers to student organizations.,Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Writing,0.3,32,0.5625,10,0.1,0.3,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,95456887.20000002,167049552.60000002
5680,25-1011.00,"Business Teachers, Postsecondary","Supervise undergraduate or graduate teaching, internship, and research work.",Supplemental,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5683,25-1011.00,"Business Teachers, Postsecondary",Provide professional consulting services to government or industry.,Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Writing,0.3,32,0.5625,10,0.1,0.3,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,95456887.20000002,167049552.60000002
5684,25-1011.00,"Business Teachers, Postsecondary",Write grant proposals to procure external research funding.,Supplemental,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tier2_Good,0.5,32,0.5625,10,0.1,0.6,25-1011,25-1011,81780.0,46.76442307692308,97270.0,46.76442307692308,25,0.04,318189624.00000006,190913774.40000004,334099105.20000005
5688,25-1021.00,"Computer Science Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5689,25-1021.00,"Computer Science Teachers, Postsecondary","Compile, administer, and grade examinations or assign this work to others.",Core,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Good,0.4,44,0.5272727272727272,18,0.1,0.4,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,53908393.84615385,94339689.23076923
5687,25-1021.00,"Computer Science Teachers, Postsecondary","Prepare and deliver lectures to undergraduate or graduate students on topics such as programming, data structures, and software design.",Core,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Tier2_Excellent,0.7,44,0.5272727272727272,18,0.1,0.7999999999999999,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,107816787.69230768,188679378.46153843
5685,25-1021.00,"Computer Science Teachers, Postsecondary","Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5686,25-1021.00,"Computer Science Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5690,25-1021.00,"Computer Science Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Knowledge,0.3,44,0.5272727272727272,18,0.1,0.3,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,40431295.384615384,70754766.92307693
5692,25-1021.00,"Computer Science Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5694,25-1021.00,"Computer Science Teachers, Postsecondary",Maintain regularly scheduled office hours to advise and assist students.,Core,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Tier2_Good,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5696,25-1021.00,"Computer Science Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Writing,0.3,44,0.5272727272727272,18,0.1,0.3,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,40431295.384615384,70754766.92307693
5691,25-1021.00,"Computer Science Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Knowledge,0.3,44,0.5272727272727272,18,0.1,0.3,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,40431295.384615384,70754766.92307693
21109,25-1021.00,"Computer Science Teachers, Postsecondary",Develop and maintain Web sites for online courses.,Core,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5697,25-1021.00,"Computer Science Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.",Core,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5698,25-1021.00,"Computer Science Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,Core,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Tier1_Good,0.4,44,0.5272727272727272,18,0.1,0.4,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,53908393.84615385,94339689.23076923
5695,25-1021.00,"Computer Science Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks and laboratory equipment.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tier1_Knowledge,0.3,44,0.5272727272727272,18,0.1,0.3,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,40431295.384615384,70754766.92307693
5699,25-1021.00,"Computer Science Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,44,0.5272727272727272,18,0.1,0.0,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,0.0,0.0
5706,25-1021.00,"Computer Science Teachers, Postsecondary",Participate in campus and community events.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,44,0.5272727272727272,18,0.1,0.0,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,0.0,0.0
5704,25-1021.00,"Computer Science Teachers, Postsecondary",Direct research of other teachers or of graduate students working for advanced academic degrees.,Supplemental,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5701,25-1021.00,"Computer Science Teachers, Postsecondary","Supervise undergraduate or graduate teaching, internship, and research work.",Supplemental,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5703,25-1021.00,"Computer Science Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tier1_Partial,0.3,44,0.5272727272727272,18,0.1,0.3,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,40431295.384615384,70754766.92307693
5693,25-1021.00,"Computer Science Teachers, Postsecondary",Supervise students' laboratory work.,Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Knowledge,0.3,44,0.5272727272727272,18,0.1,0.3,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,40431295.384615384,70754766.92307693
5708,25-1021.00,"Computer Science Teachers, Postsecondary",Write grant proposals to procure external research funding.,Supplemental,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tier2_Good,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5702,25-1021.00,"Computer Science Teachers, Postsecondary","Perform administrative duties, such as serving as department head.",Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,44,0.5272727272727272,18,0.1,0.0,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,0.0,0.0
20059,25-1021.00,"Computer Science Teachers, Postsecondary",Maintain computer equipment used in instruction.,Supplemental,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5707,25-1021.00,"Computer Science Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,Supplemental,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,44,0.5272727272727272,18,0.1,0.6,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,80862590.76923077,141509533.84615386
5705,25-1021.00,"Computer Science Teachers, Postsecondary",Provide professional consulting services to government or industry.,Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Writing,0.3,44,0.5272727272727272,18,0.1,0.3,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,40431295.384615384,70754766.92307693
5700,25-1021.00,"Computer Science Teachers, Postsecondary",Act as advisers to student organizations.,Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tier1_Writing,0.3,44,0.5272727272727272,18,0.1,0.3,25-1021,25-1021,36240.0,46.48557692307692,96690.0,46.48557692307692,26,0.038461538461538464,134770984.6153846,40431295.384615384,70754766.92307693
5710,25-1022.00,"Mathematical Science Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.",Core,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Good,0.4,27,0.5666666666666667,11,0.1,0.4,25-1022,25-1022,48820.0,38.14903846153846,79350.0,38.14903846153846,23,0.043478260869565216,168428999.99999997,67371599.99999999,117900299.99999997
5709,25-1022.00,"Mathematical Science Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,27,0.5666666666666667,11,0.1,0.6,25-1022,25-1022,48820.0,38.14903846153846,79350.0,38.14903846153846,23,0.043478260869565216,168428999.99999997,101057399.99999999,176850449.99999997
